tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,1996,4,95.24,30397,30868,"Atlanta, GA (Metropolitan Area)","Columbia, SC",19790,DL,13930,0.7500,102.57,75,0.4700,100,0.3100,0.0800,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Columbia, SC
(39.962649, -82.996216)",19964303973086819790DL
Table 5,2003,3,74.57,33316,31123,"Omaha, NE","St. Louis, MO",19805,AA,13000,0.5100,78.71,75,0.5200,100,0.4100,0.0100,"Omaha, NE
(46.07035, -93.666319)","St. Louis, MO
(38.630276, -90.200309)",20033333163112319805AA
Table 5,2013,1,336.18,30977,33105,"Chicago, IL","Cincinnati, OH",19790,DL,7330,0.2900,342.90,175,0.0700,475,0.2500,0.0200,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20131309773310519790DL
Table 5,2010,2,237.22,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",19704,CO,4270,0.1600,272.36,150,0.1800,450,0.2400,0.0400,"Charlotte, NC
(35.222936, -80.840161)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",20102310573064719704CO
Table 5,1998,2,76.81,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",19704,CO,52170,0.1000,87.34,75,0.3600,175,0.0500,0.0054,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Houston, TX
(29.760803, -95.369506)",19982301943145319704CO
Table 5,2001,4,234.75,31650,33316,"Minneapolis/St. Paul, MN","Omaha, NE",19386,NW,14530,0.9800,234.50,100,0.0800,400,0.0700,0.3500,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Omaha, NE
(46.07035, -93.666319)",20014316503331619386NW
Table 5,2013,4,281.56,30397,32600,"Atlanta, GA (Metropolitan Area)","Little Rock, AR",19790,DL,13490,0.8600,288.92,75,0.0600,575,0.0900,0.5100,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Little Rock, AR
(34.748745, -92.275105)",20134303973260019790DL
Table 5,2007,3,93.01,31638,32211,"Fresno, CA","Las Vegas, NV",20355,US,7990,0.2800,116.44,75,0.1300,175,0.1100,0.0200,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20073316383221120355US
Table 5,1997,4,67.85,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",19393,WN,54280,0.7500,65.01,75,0.5100,100,0.4800,0.0000,"Amarillo, TX
(35.207009, -101.832013)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",19974302793019419393WN
Table 5,2004,3,80.15,32211,30436,"Las Vegas, NV","Tucson, AZ",19393,WN,40280,0.8600,77.70,75,0.4900,125,0.2500,0.0005,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)",20043322113043619393WN
Table 5,2004,3,96.00,30977,32337,"Chicago, IL","Indianapolis, IN",20312,TZ,6570,0.1400,95.62,75,0.4200,175,0.1100,0.0100,"Chicago, IL
(41.775002, -87.696388)","Indianapolis, IN
(39.76845, -86.156212)",20043309773233720312TZ
Table 5,1999,3,221.61,30977,31267,"Chicago, IL","Dayton, OH",19977,UA,11220,0.5900,246.17,75,0.0700,350,0.3200,0.6400,"Chicago, IL
(41.775002, -87.696388)","Dayton, OH
(39.760982, -84.192203)",19993309773126719977UA
Table 5,2008,1,303.87,30977,33105,"Chicago, IL","Cincinnati, OH",19977,UA,12640,0.3500,312.49,100,0.0600,500,0.0500,0.4600,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20081309773310519977UA
Table 5,2012,2,119.42,30713,34057,"Boise, ID","Portland, OR",19930,AS,25620,0.6000,125.13,75,0.1000,200,0.0900,0.0200,"Boise, ID
(43.597772, -83.884521)","Portland, OR
(45.516018, -122.681425)",20122307133405719930AS
Table 5,2004,3,276.92,31057,30852,"Charlotte, NC","Washington, DC (Metropolitan Area)",20355,US,39650,0.8000,288.63,100,0.1000,475,0.0500,0.5600,"Charlotte, NC
(35.222936, -80.840161)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20043310573085220355US
Table 5,2014,3,263.90,31295,31703,"Detroit, MI","New York City, NY (Metropolitan Area)",20416,NK,24210,0.1000,128.61,100,0.2400,200,0.1600,0.0008,"Detroit, MI
(42.332916, -83.047853)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20143312953170320416NK
Table 5,2012,3,295.64,31295,34100,"Detroit, MI","Philadelphia, PA",20355,US,20950,0.4500,312.08,150,0.1100,625,0.0600,0.1800,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)",20123312953410020355US
Table 5,2000,4,249.05,30977,31995,"Chicago, IL","Greensboro/High Point, NC",19977,UA,13980,0.6300,272.60,100,0.1900,650,0.0900,0.3500,"Chicago, IL
(41.775002, -87.696388)","Greensboro/High Point, NC
(36.072701, -79.793899)",20004309773199519977UA
Table 5,2006,4,276.73,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",19386,NW,26010,0.8000,302.01,125,0.0700,500,0.1700,0.3300,"Kansas City, MO
(39.099792, -94.578559)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20064331983165019386NW
Table 5,2005,4,264.41,31057,30529,"Charlotte, NC","Hartford, CT",20355,US,10790,0.6500,287.07,100,0.1000,650,0.0500,0.3200,"Charlotte, NC
(35.222936, -80.840161)","Hartford, CT
(41.765775, -72.673356)",20054310573052920355US
Table 5,2006,1,87.47,34057,31884,"Portland, OR","Spokane, WA",19930,AS,20510,0.4200,95.43,75,0.2200,125,0.4000,0.0024,"Portland, OR
(45.516018, -122.681425)","Spokane, WA
(47.658999, -117.425022)",20061340573188419930AS
Table 5,1996,2,87.13,31295,31123,"Detroit, MI","St. Louis, MO",20211,TW,20020,0.2300,97.72,75,0.2900,150,0.0500,0.0300,"Detroit, MI
(42.332916, -83.047853)","St. Louis, MO
(38.630276, -90.200309)",19962312953112320211TW
Table 5,1996,2,80.68,30466,33192,"Phoenix, AZ","Sacramento, CA",19991,HP,25840,0.3700,90.36,75,0.4800,150,0.1400,0.0100,"Phoenix, AZ
(30.406931, -87.217578)","Sacramento, CA
(38.582087, -121.50012)",19962304663319219991HP
Table 5,2013,1,284.09,30977,34524,"Chicago, IL","Richmond, VA",19977,UA,11830,0.4800,326.04,175,0.1200,500,0.1600,0.0700,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",20131309773452419977UA
Table 5,2000,3,222.76,34100,34492,"Philadelphia, PA","Raleigh/Durham, NC",20355,US,29360,0.6600,223.05,75,0.0700,425,0.1900,0.4700,"Philadelphia, PA
(39.951061, -75.16562)","Raleigh/Durham, NC
(42.673348, -72.179683)",20003341003449220355US
Table 5,1998,1,242.56,30397,34576,"Atlanta, GA (Metropolitan Area)","Rochester, NY",19790,DL,11150,0.7500,251.15,125,0.2200,475,0.1400,0.2700,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Rochester, NY
(43.155708, -77.612547)",19981303973457619790DL
Table 5,2006,1,358.13,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,DL,20980,0.9300,365.97,150,0.0600,625,0.0800,0.3500,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)",20061303973310519790DL
Table 5,1996,2,86.75,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19977,UA,69620,0.3400,91.59,75,0.2800,125,0.3400,0.0011,"Las Vegas, NV
(36.169202, -115.140597)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",19962322113245719977UA
Table 5,2004,1,81.20,33570,30436,"San Diego, CA","Tucson, AZ",19393,WN,34030,0.9400,79.17,75,0.4100,100,0.5700,0.0003,"San Diego, CA
(32.71576, -117.163817)","Tucson, AZ
(35.167852, -103.726151)",20041335703043619393WN
Table 5,2009,3,227.73,31057,34100,"Charlotte, NC","Philadelphia, PA",20355,US,29620,0.6800,272.47,100,0.0700,550,0.0800,0.4000,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)",20093310573410020355US
Table 5,2003,2,258.78,31057,30529,"Charlotte, NC","Hartford, CT",20355,US,13390,0.7700,275.55,125,0.1000,550,0.0600,0.3300,"Charlotte, NC
(35.222936, -80.840161)","Hartford, CT
(41.765775, -72.673356)",20032310573052920355US
Table 5,2001,3,233.41,30397,32600,"Atlanta, GA (Metropolitan Area)","Little Rock, AR",19790,DL,11790,0.8500,246.61,100,0.0800,475,0.1100,0.3200,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Little Rock, AR
(34.748745, -92.275105)",20013303973260019790DL
Table 5,2009,1,94.91,30325,34614,"Denver, CO","Salt Lake City, UT",19977,UA,16840,0.1500,110.32,75,0.2600,175,0.0600,0.0100,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)",20091303253461419977UA
Table 5,2009,3,308.59,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",20355,US,9470,0.6000,331.85,150,0.0600,475,0.0700,0.1500,"Columbia, SC
(39.962649, -82.996216)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20093308683085220355US
Table 5,2001,3,221.81,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",20211,TW,25110,0.4000,253.38,100,0.0500,575,0.0600,0.3200,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","St. Louis, MO
(38.630276, -90.200309)",20013301943112320211TW
Table 5,2005,1,91.32,30194,33158,"Dallas/Fort Worth, TX","Midland/Odessa, TX",19393,WN,27030,0.8400,90.94,75,0.2400,125,0.5100,0.0030,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Midland/Odessa, TX
(31.997433, -102.078043)",20051301943315819393WN
Table 5,2010,4,230.68,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",19790,DL,33010,0.8200,233.39,100,0.0700,250,0.0500,0.2400,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20104331053085219790DL
Table 5,1996,1,71.60,32211,30436,"Las Vegas, NV","Tucson, AZ",19991,HP,2630,0.1400,90.28,75,0.5300,175,0.0600,0.0100,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)",19961322113043619991HP
Table 5,2015,2,299.18,31295,30529,"Detroit, MI","Hartford, CT",19790,DL,7840,0.3800,306.26,175,0.1100,375,0.0500,0.1300,"Detroit, MI
(42.332916, -83.047853)","Hartford, CT
(41.765775, -72.673356)",20152312953052919790DL
Table 5,2010,2,244.05,31295,30529,"Detroit, MI","Hartford, CT",19790,DL,17340,0.7700,252.91,150,0.0700,350,0.0600,0.0800,"Detroit, MI
(42.332916, -83.047853)","Hartford, CT
(41.765775, -72.673356)",20102312953052919790DL
Table 5,2001,4,79.61,32211,34614,"Las Vegas, NV","Salt Lake City, UT",19790,DL,33860,0.4400,79.48,75,0.6300,125,0.1300,0.0100,"Las Vegas, NV
(36.169202, -115.140597)","Salt Lake City, UT
(40.758478, -111.888142)",20014322113461419790DL
Table 5,2014,4,275.31,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",19393,WN,4270,0.1600,197.81,125,0.0500,275,0.1000,0.0300,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Pittsburgh, PA
(40.442169, -79.994945)",20144316503019819393WN
Table 5,1996,2,242.30,31057,30977,"Charlotte, NC","Chicago, IL",20355,US,27630,0.5500,246.83,125,0.2000,350,0.3400,0.0300,"Charlotte, NC
(35.222936, -80.840161)","Chicago, IL
(41.775002, -87.696388)",19962310573097720355US
Table 5,2013,4,336.97,30977,33105,"Chicago, IL","Cincinnati, OH",19805,AA,9800,0.3400,328.74,150,0.0500,475,0.1600,0.2200,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20134309773310519805AA
Table 5,2004,1,92.50,30977,33044,"Chicago, IL","Louisville, KY",19977,UA,12090,0.2500,106.79,75,0.1500,150,0.1000,0.0400,"Chicago, IL
(41.775002, -87.696388)","Louisville, KY
(38.256078, -85.751569)",20041309773304419977UA
Table 5,2014,3,284.99,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",19805,AA,3400,0.1100,257.62,125,0.0500,525,0.0700,0.2500,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",20143317033366719805AA
Table 5,2004,4,253.53,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",19977,UA,8600,0.1400,227.30,100,0.0900,200,0.0900,0.2200,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Charlotte, NC
(35.222936, -80.840161)",20044307213105719977UA
Table 5,2010,1,292.48,31057,30693,"Charlotte, NC","Nashville, TN",20355,US,15470,0.8900,294.55,200,0.0800,450,0.0500,0.0100,"Charlotte, NC
(35.222936, -80.840161)","Nashville, TN
(36.166687, -86.779932)",20101310573069320355US
Table 5,2004,1,97.58,30423,31453,"Austin, TX","Houston, TX",19704,CO,9250,0.2000,116.73,75,0.2000,150,0.5700,0.0097,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",20041304233145319704CO
Table 5,2007,3,98.97,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",19393,WN,43330,0.6700,95.46,75,0.2700,125,0.5200,0.0005,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Tulsa, OK
(61.096484, -160.967455)",20073301943465319393WN
Table 5,2005,2,94.54,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",19393,WN,43950,0.7200,88.59,75,0.2500,125,0.5300,0.0000,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Tulsa, OK
(61.096484, -160.967455)",20052301943465319393WN
Table 5,1997,4,74.35,30647,30693,"Cleveland, OH (Metropolitan Area)","Nashville, TN",19704,CO,8000,0.1900,78.03,75,0.6000,100,0.2800,0.0200,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Nashville, TN
(36.166687, -86.779932)",19974306473069319704CO
Table 5,2004,4,92.52,31453,32448,"Houston, TX","Jackson/Vicksburg, MS",19393,WN,16670,0.7300,88.36,75,0.4100,125,0.4400,0.0000,"Houston, TX
(29.760803, -95.369506)","Jackson/Vicksburg, MS
(30.325968, -81.65676)",20044314533244819393WN
Table 5,1999,4,224.94,30397,30198,"Atlanta, GA (Metropolitan Area)","Pittsburgh, PA",19790,DL,27010,0.5300,234.65,75,0.0500,475,0.1400,0.3900,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Pittsburgh, PA
(40.442169, -79.994945)",19994303973019819790DL
Table 5,2000,2,313.49,30977,34524,"Chicago, IL","Richmond, VA",20355,US,3290,0.1100,262.31,75,0.0700,575,0.0700,0.4100,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",20002309773452420355US
Table 5,2000,2,221.83,34100,30198,"Philadelphia, PA","Pittsburgh, PA",20355,US,77980,0.9800,221.75,100,0.1100,325,0.0900,0.1500,"Philadelphia, PA
(39.951061, -75.16562)","Pittsburgh, PA
(40.442169, -79.994945)",20002341003019820355US
Table 5,2007,1,306.41,30977,33105,"Chicago, IL","Cincinnati, OH",19977,UA,13120,0.3700,296.07,100,0.1000,625,0.0700,0.3500,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20071309773310519977UA
Table 5,1999,3,239.17,30257,30977,"Albany, NY","Chicago, IL",19805,AA,10780,0.4100,235.39,75,0.0500,575,0.0700,0.3100,"Albany, NY
(42.651242, -73.755418)","Chicago, IL
(41.775002, -87.696388)",19993302573097719805AA
Table 5,2015,2,281.83,31267,31703,"Dayton, OH","New York City, NY (Metropolitan Area)",19977,UA,3060,0.1100,330.66,225,0.1300,425,0.0800,0.0200,"Dayton, OH
(39.760982, -84.192203)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20152312673170319977UA
Table 5,2007,1,90.00,31638,32211,"Fresno, CA","Las Vegas, NV",19977,UA,4870,0.1800,94.80,75,0.5000,200,0.0500,0.0100,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20071316383221119977UA
Table 5,1998,3,74.60,31136,33195,"Jacksonville, FL","Tampa, FL (Metropolitan Area)",19393,WN,8010,0.3700,65.41,75,0.9900,75,0.9900,0.0000,"Jacksonville, FL
(30.325968, -81.65676)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",19983311363319519393WN
Table 5,1996,3,84.43,31295,31123,"Detroit, MI","St. Louis, MO",19386,NW,33000,0.4000,87.79,75,0.4300,125,0.0700,0.0200,"Detroit, MI
(42.332916, -83.047853)","St. Louis, MO
(38.630276, -90.200309)",19963312953112319386NW
Table 5,2015,2,310.08,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19790,DL,8400,0.2900,344.67,250,0.1100,600,0.0500,0.0100,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20152306473165019790DL
Table 5,1996,1,90.87,31453,32600,"Houston, TX","Little Rock, AR",19704,CO,6450,0.2400,101.46,75,0.2600,150,0.0800,0.0000,"Houston, TX
(29.760803, -95.369506)","Little Rock, AR
(34.748745, -92.275105)",19961314533260019704CO
Table 5,1997,2,75.39,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",19977,UA,110800,0.2700,81.47,75,0.4300,100,0.4900,0.0042,"San Diego, CA
(32.71576, -117.163817)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",19972335703245719977UA
Table 5,2008,1,244.97,30977,34576,"Chicago, IL","Rochester, NY",19977,UA,7910,0.5600,251.83,125,0.0500,300,0.1400,0.1200,"Chicago, IL
(41.775002, -87.696388)","Rochester, NY
(43.155708, -77.612547)",20081309773457619977UA
Table 5,2006,2,243.21,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",19805,AA,44940,0.9000,242.86,150,0.0600,350,0.1500,0.0200,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Nashville, TN
(36.166687, -86.779932)",20062301943069319805AA
Table 5,2000,3,245.31,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",19790,DL,41950,0.8200,261.52,100,0.0600,475,0.0700,0.4200,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20003331053085219790DL
Table 5,2012,4,269.21,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",19393,WN,5770,0.2200,218.60,125,0.1300,300,0.0800,0.0700,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)",20124316503069319393WN
Table 5,2005,4,97.46,31453,33214,"Houston, TX","San Antonio, TX",19393,WN,41720,0.6700,96.93,75,0.2100,125,0.6400,0.0000,"Houston, TX
(29.760803, -95.369506)","San Antonio, TX
(29.425173, -98.494599)",20054314533321419393WN
Table 5,2011,4,266.65,30977,34524,"Chicago, IL","Richmond, VA",19805,AA,7320,0.2400,253.07,125,0.1000,475,0.1200,0.2300,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",20114309773452419805AA
Table 5,2001,1,236.29,31295,30852,"Detroit, MI","Washington, DC (Metropolitan Area)",19393,WN,11470,0.1000,125.08,100,0.0700,175,0.1500,0.0000,"Detroit, MI
(42.332916, -83.047853)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20011312953085219393WN
Table 5,2004,1,318.36,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",20355,US,10000,0.4900,308.63,100,0.0800,550,0.1200,0.5400,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20041306473410020355US
Table 5,2005,3,92.96,31123,34653,"St. Louis, MO","Tulsa, OK",19393,WN,12410,0.8000,91.42,75,0.3700,125,0.3900,0.0000,"St. Louis, MO
(38.630276, -90.200309)","Tulsa, OK
(61.096484, -160.967455)",20053311233465319393WN
Table 5,1998,2,224.03,30792,34100,"Buffalo, NY","Philadelphia, PA",20355,US,17620,0.9600,224.67,75,0.0700,325,0.3300,0.5800,"Buffalo, NY
(39.945422, -78.64671)","Philadelphia, PA
(39.951061, -75.16562)",19982307923410020355US
Table 5,2010,2,285.95,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",20355,US,10450,0.5900,317.20,125,0.1700,425,0.0500,0.4600,"Columbia, SC
(39.962649, -82.996216)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20102308683085220355US
Table 5,1996,2,77.19,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",19991,HP,81090,0.2400,94.29,75,0.3800,150,0.1500,0.0037,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Sacramento, CA
(38.582087, -121.50012)",19962325753319219991HP
Table 5,2008,2,392.22,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19790,DL,7390,0.3500,432.61,200,0.0700,675,0.0500,0.2700,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20082331053165019790DL
Table 5,2012,2,91.38,30158,31135,"Atlantic City, NJ","Myrtle Beach, SC",20416,NK,26830,1.0000,91.38,75,0.3800,175,0.0500,0.0000,"Atlantic City, NJ
(33.748547, -84.391502)","Myrtle Beach, SC
(33.68785, -78.883852)",20122301583113520416NK
Table 5,2001,2,244.32,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",19790,DL,4380,0.2000,287.43,125,0.1400,550,0.0600,0.3400,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Louisville, KY
(38.256078, -85.751569)",20012301943304419790DL
Table 5,2000,3,234.63,30977,34100,"Chicago, IL","Philadelphia, PA",20355,US,55440,0.2600,251.19,75,0.0600,600,0.1200,0.3500,"Chicago, IL
(41.775002, -87.696388)","Philadelphia, PA
(39.951061, -75.16562)",20003309773410020355US
Table 5,1996,1,108.87,30397,31714,"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",20243,J7,13520,0.4600,78.26,75,0.4600,100,0.5300,0.0000,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Fort Myers, FL
(40.253979, -103.801495)",19961303973171420243J7
Table 5,2007,3,237.41,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19805,AA,4960,0.1600,170.43,125,0.1800,225,0.0600,0.0300,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20073310663165019805AA
Table 5,2002,2,235.12,30397,30693,"Atlanta, GA (Metropolitan Area)","Nashville, TN",19790,DL,18100,0.9800,236.05,100,0.1200,425,0.0700,0.2800,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Nashville, TN
(36.166687, -86.779932)",20022303973069319790DL
Table 5,2001,3,244.35,31057,30852,"Charlotte, NC","Washington, DC (Metropolitan Area)",20355,US,49060,0.9500,244.82,75,0.1800,475,0.0500,0.5000,"Charlotte, NC
(35.222936, -80.840161)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20013310573085220355US
Table 5,2001,1,220.71,30647,30529,"Cleveland, OH (Metropolitan Area)","Hartford, CT",20355,US,2550,0.1500,174.77,100,0.2200,175,0.1900,0.1400,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Hartford, CT
(41.765775, -72.673356)",20011306473052920355US
Table 5,2011,4,269.77,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",20437,FL,3120,0.1200,150.05,125,0.0700,200,0.0900,0.0032,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20114306473165020437FL
Table 5,1996,3,76.99,30599,33195,"Birmingham, AL","Tampa, FL (Metropolitan Area)",19790,DL,4950,0.2200,98.57,75,0.4600,100,0.3500,0.0700,"Birmingham, AL
(33.522859, -86.807705)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",19963305993319519790DL
